               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.017321,            0.013568,                   0,             0.99998,              0.9845,             0.99434,             0.75702,             0.01979,            0.020356,                   0,           0.0055942,           0.0055942,           0.0055942
                 150,            0.016899,            0.013523,                   0,             0.99219,             0.98447,             0.99323,             0.72495,            0.021526,            0.020398,                   0,           0.0055471,           0.0055471,           0.0055471
                 151,            0.015031,            0.013098,                   0,             0.99998,             0.97674,             0.99325,             0.73294,             0.02045,            0.020152,                   0,              0.0055,              0.0055,              0.0055
                 152,            0.014889,            0.012385,                   0,             0.99999,             0.97674,             0.99361,             0.74394,            0.019646,             0.02012,                   0,           0.0054529,           0.0054529,           0.0054529
                 153,             0.01625,            0.012724,                   0,                   1,             0.98449,             0.99455,             0.74043,            0.020546,            0.020759,                   0,           0.0054058,           0.0054058,           0.0054058
                 154,            0.016764,            0.013109,                   0,             0.99994,              0.9845,             0.99477,             0.73951,            0.020131,            0.020654,                   0,           0.0053587,           0.0053587,           0.0053587
                 155,            0.015781,            0.013506,                   0,                   1,             0.98446,              0.9947,             0.72755,            0.020883,            0.020466,                   0,           0.0053116,           0.0053116,           0.0053116
                 156,            0.016766,            0.012785,                   0,             0.99216,              0.9845,             0.99447,             0.70515,             0.02212,            0.021205,                   0,           0.0052645,           0.0052645,           0.0052645
                 157,            0.019029,            0.014612,                   0,             0.99994,              0.9845,             0.99477,             0.72248,            0.020765,            0.021364,                   0,           0.0052174,           0.0052174,           0.0052174
                 158,            0.017448,            0.013562,                   0,             0.99998,              0.9845,              0.9947,             0.72414,            0.021787,            0.021406,                   0,           0.0051704,           0.0051704,           0.0051704
                 159,            0.015019,            0.012434,                   0,                   1,             0.98448,             0.99455,             0.73223,            0.020773,            0.020939,                   0,           0.0051234,           0.0051234,           0.0051234
                 160,            0.014752,            0.013342,                   0,             0.99218,              0.9845,             0.99426,             0.73876,            0.019926,            0.020585,                   0,           0.0050765,           0.0050765,           0.0050765
                 161,            0.014885,            0.012274,                   0,             0.99216,              0.9845,             0.99406,             0.74819,            0.019635,            0.020402,                   0,           0.0050296,           0.0050296,           0.0050296
                 162,            0.014938,            0.012584,                   0,             0.99219,             0.98447,             0.99406,             0.75389,            0.019794,            0.020363,                   0,           0.0049828,           0.0049828,           0.0049828
                 163,            0.014656,            0.012171,                   0,             0.99998,             0.97674,             0.99425,             0.74814,            0.019503,            0.020691,                   0,            0.004936,            0.004936,            0.004936
                 164,            0.014262,            0.011879,                   0,                   1,             0.97674,             0.99382,             0.75157,            0.018852,             0.02024,                   0,           0.0048893,           0.0048893,           0.0048893
                 165,            0.014751,            0.013039,                   0,             0.99999,             0.97674,             0.99382,             0.74862,            0.019579,            0.020388,                   0,           0.0048426,           0.0048426,           0.0048426
                 166,            0.015523,            0.013379,                   0,                   1,             0.97674,             0.99417,             0.73391,            0.019884,            0.020384,                   0,            0.004796,            0.004796,            0.004796
                 167,            0.014607,            0.012602,                   0,             0.99996,             0.97674,             0.99439,             0.74723,            0.019241,            0.020231,                   0,           0.0047495,           0.0047495,           0.0047495
                 168,            0.013925,            0.012841,                   0,             0.99998,             0.97674,             0.99447,             0.73966,            0.019448,             0.02033,                   0,           0.0047031,           0.0047031,           0.0047031
                 169,            0.013967,            0.012084,                   0,             0.99998,             0.97674,             0.99425,             0.74509,            0.019293,            0.020499,                   0,           0.0046568,           0.0046568,           0.0046568
                 170,            0.015156,            0.012616,                   0,                   1,             0.97672,             0.99447,             0.72311,            0.021564,            0.020873,                   0,           0.0046105,           0.0046105,           0.0046105
                 171,             0.01466,            0.012595,                   0,             0.99219,             0.98447,             0.99447,              0.7398,            0.019924,            0.021071,                   0,           0.0045644,           0.0045644,           0.0045644
                 172,            0.013943,            0.012105,                   0,             0.99994,              0.9845,             0.99462,             0.73189,            0.019945,            0.020743,                   0,           0.0045184,           0.0045184,           0.0045184
                 173,            0.015492,            0.013766,                   0,             0.98473,             0.99979,             0.99485,             0.72621,            0.020325,            0.021074,                   0,           0.0044724,           0.0044724,           0.0044724
                 174,            0.013941,            0.012008,                   0,             0.98473,             0.99978,             0.99485,             0.74426,            0.019286,             0.02059,                   0,           0.0044266,           0.0044266,           0.0044266
                 175,            0.014454,            0.012438,                   0,             0.99995,              0.9845,             0.99477,             0.75245,            0.019176,            0.019931,                   0,           0.0043809,           0.0043809,           0.0043809
                 176,            0.014224,            0.012597,                   0,             0.99998,              0.9845,             0.99455,             0.73693,            0.019756,            0.020334,                   0,           0.0043353,           0.0043353,           0.0043353
                 177,            0.014449,            0.013168,                   0,             0.99999,              0.9845,             0.99485,             0.75394,            0.018732,            0.019984,                   0,           0.0042899,           0.0042899,           0.0042899
                 178,            0.015109,            0.012273,                   0,              0.9922,             0.99225,             0.99492,             0.72528,             0.02119,            0.020863,                   0,           0.0042445,           0.0042445,           0.0042445
                 179,            0.013477,            0.011826,                   0,             0.99222,             0.99225,             0.99492,             0.74296,            0.019637,            0.020426,                   0,           0.0041994,           0.0041994,           0.0041994
                 180,            0.012886,            0.012242,                   0,             0.98455,             0.99225,             0.99477,             0.74676,            0.020332,            0.020503,                   0,           0.0041543,           0.0041543,           0.0041543
                 181,            0.014348,            0.011877,                   0,                   1,             0.98445,             0.99462,             0.74968,            0.019851,            0.020579,                   0,           0.0041094,           0.0041094,           0.0041094
                 182,            0.014326,            0.012165,                   0,             0.99996,              0.9845,             0.99455,             0.75455,             0.02002,            0.020743,                   0,           0.0040647,           0.0040647,           0.0040647
                 183,            0.013551,            0.011722,                   0,                   1,              0.9845,             0.99455,             0.75539,            0.019389,            0.020479,                   0,           0.0040201,           0.0040201,           0.0040201
                 184,            0.013771,            0.011249,                   0,             0.99999,              0.9845,             0.99428,             0.75224,            0.019965,            0.021084,                   0,           0.0039757,           0.0039757,           0.0039757
                 185,            0.014032,            0.011904,                   0,             0.99999,              0.9845,             0.99359,             0.75677,             0.01976,            0.021407,                   0,           0.0039314,           0.0039314,           0.0039314
                 186,            0.013891,            0.012058,                   0,             0.99998,              0.9845,             0.99408,             0.75225,            0.019521,            0.021215,                   0,           0.0038873,           0.0038873,           0.0038873
                 187,            0.013662,            0.012025,                   0,             0.99998,              0.9845,             0.99455,             0.75769,            0.018838,            0.020621,                   0,           0.0038434,           0.0038434,           0.0038434
                 188,            0.013072,            0.012408,                   0,             0.99999,              0.9845,             0.99455,             0.75571,            0.019151,            0.020807,                   0,           0.0037997,           0.0037997,           0.0037997
                 189,            0.013608,            0.012225,                   0,             0.99998,              0.9845,             0.99448,             0.75323,            0.018919,            0.020742,                   0,           0.0037562,           0.0037562,           0.0037562
                 190,             0.01366,            0.011438,                   0,                   1,             0.98442,             0.99449,               0.728,            0.020959,            0.021361,                   0,           0.0037128,           0.0037128,           0.0037128
                 191,            0.013563,            0.011971,                   0,                   1,             0.98448,             0.99456,             0.74934,            0.019001,            0.020603,                   0,           0.0036697,           0.0036697,           0.0036697
                 192,            0.012804,            0.011802,                   0,                   1,             0.98443,             0.99455,             0.74362,            0.019311,            0.020796,                   0,           0.0036267,           0.0036267,           0.0036267
                 193,             0.01305,            0.011255,                   0,             0.99999,              0.9845,             0.99435,             0.74636,            0.019387,             0.02042,                   0,            0.003584,            0.003584,            0.003584
                 194,            0.013059,            0.012222,                   0,             0.99998,              0.9845,             0.99435,             0.74231,            0.020095,             0.02069,                   0,           0.0035415,           0.0035415,           0.0035415
                 195,            0.012775,            0.011963,                   0,             0.99999,              0.9845,             0.99441,             0.73938,             0.02048,             0.02142,                   0,           0.0034991,           0.0034991,           0.0034991
                 196,            0.012916,            0.010844,                   0,             0.99996,             0.97674,             0.99433,             0.74624,            0.019918,            0.021425,                   0,            0.003457,            0.003457,            0.003457
                 197,            0.013087,             0.01093,                   0,             0.99219,             0.98448,             0.99462,             0.73677,            0.020202,            0.022042,                   0,           0.0034152,           0.0034152,           0.0034152
                 198,             0.01305,            0.011927,                   0,             0.99996,             0.97674,             0.99447,              0.7452,            0.020031,            0.021784,                   0,           0.0033735,           0.0033735,           0.0033735
                 199,            0.011986,            0.011259,                   0,                   1,              0.9767,             0.99447,             0.75065,            0.019083,            0.021432,                   0,           0.0033321,           0.0033321,           0.0033321
                 200,            0.012458,            0.011435,                   0,             0.99212,             0.97674,             0.99431,             0.73931,             0.01951,            0.021617,                   0,           0.0032909,           0.0032909,           0.0032909
                 201,            0.012352,             0.01166,                   0,             0.99217,              0.9845,              0.9944,             0.74877,            0.019019,            0.021242,                   0,             0.00325,             0.00325,             0.00325
                 202,            0.012126,            0.011392,                   0,             0.99208,              0.9845,             0.99455,              0.7433,            0.019525,            0.021399,                   0,           0.0032093,           0.0032093,           0.0032093
                 203,            0.011998,            0.010648,                   0,             0.99976,              0.9845,             0.99434,             0.73181,            0.020401,              0.0217,                   0,           0.0031689,           0.0031689,           0.0031689
                 204,            0.013093,            0.011928,                   0,                   1,             0.97672,              0.9939,             0.73867,            0.020013,            0.021639,                   0,           0.0031287,           0.0031287,           0.0031287
                 205,            0.013321,            0.011685,                   0,                   1,             0.97674,             0.99404,             0.74715,            0.019375,            0.021413,                   0,           0.0030888,           0.0030888,           0.0030888
                 206,            0.012213,            0.011834,                   0,                   1,             0.97669,             0.99432,             0.74875,            0.019487,            0.021103,                   0,           0.0030491,           0.0030491,           0.0030491
                 207,            0.012084,            0.011479,                   0,             0.99998,             0.97674,             0.99447,             0.74788,            0.019811,            0.020927,                   0,           0.0030097,           0.0030097,           0.0030097
                 208,            0.012239,            0.011525,                   0,             0.99219,             0.98447,             0.99469,             0.74633,            0.019894,            0.020839,                   0,           0.0029706,           0.0029706,           0.0029706
                 209,            0.012376,             0.01122,                   0,             0.98462,             0.99224,             0.99477,             0.74952,            0.019517,            0.021129,                   0,           0.0029318,           0.0029318,           0.0029318
                 210,            0.012001,            0.011878,                   0,             0.97727,             0.99977,             0.99469,             0.74572,            0.019886,            0.021017,                   0,           0.0028932,           0.0028932,           0.0028932
                 211,            0.012363,            0.011358,                   0,             0.97718,                   1,             0.99469,             0.75194,            0.019422,            0.021028,                   0,            0.002855,            0.002855,            0.002855
                 212,             0.01208,            0.011199,                   0,             0.97716,                   1,             0.99469,             0.76098,             0.01911,            0.020867,                   0,            0.002817,            0.002817,            0.002817
                 213,            0.012279,            0.011378,                   0,             0.98461,             0.99222,             0.99477,             0.75704,            0.019278,            0.020768,                   0,           0.0027793,           0.0027793,           0.0027793
                 214,            0.011658,            0.011166,                   0,             0.98473,             0.99989,             0.99485,             0.75568,            0.018943,            0.020962,                   0,           0.0027419,           0.0027419,           0.0027419
                 215,             0.01147,            0.010537,                   0,             0.98461,             0.99221,             0.99477,             0.75784,            0.019101,            0.021065,                   0,           0.0027048,           0.0027048,           0.0027048
                 216,             0.01176,            0.011693,                   0,             0.97717,                   1,             0.99469,             0.76152,            0.018488,            0.020795,                   0,           0.0026681,           0.0026681,           0.0026681
                 217,             0.01186,            0.010942,                   0,             0.97727,                   1,             0.99462,             0.75489,            0.018754,            0.021253,                   0,           0.0026316,           0.0026316,           0.0026316
                 218,            0.011899,            0.011893,                   0,             0.97724,                   1,             0.99462,             0.75351,            0.019183,            0.021196,                   0,           0.0025954,           0.0025954,           0.0025954
                 219,            0.012031,            0.011295,                   0,             0.97727,             0.99996,             0.99469,               0.758,            0.019031,            0.021157,                   0,           0.0025596,           0.0025596,           0.0025596
                 220,            0.011958,            0.010762,                   0,             0.97727,             0.99999,             0.99462,             0.75337,            0.019483,            0.021336,                   0,           0.0025241,           0.0025241,           0.0025241
                 221,            0.012106,            0.010753,                   0,                   1,             0.97673,             0.99462,              0.7515,            0.019435,            0.021571,                   0,           0.0024889,           0.0024889,           0.0024889
                 222,            0.011946,            0.010973,                   0,             0.99219,             0.98447,             0.99462,             0.73821,            0.020249,            0.021711,                   0,           0.0024541,           0.0024541,           0.0024541
                 223,            0.011522,            0.011133,                   0,                   1,             0.98447,              0.9947,             0.75241,            0.019372,            0.021057,                   0,           0.0024195,           0.0024195,           0.0024195
                 224,            0.011773,            0.010061,                   0,             0.99219,             0.98447,             0.99462,             0.75431,            0.019261,             0.02098,                   0,           0.0023854,           0.0023854,           0.0023854
                 225,            0.011404,            0.010745,                   0,             0.99999,             0.97674,             0.99462,             0.75147,            0.019437,            0.021192,                   0,           0.0023515,           0.0023515,           0.0023515
                 226,            0.011459,            0.010839,                   0,             0.98462,             0.99225,             0.99477,             0.75051,            0.019427,            0.021149,                   0,            0.002318,            0.002318,            0.002318
                 227,            0.011364,            0.011005,                   0,             0.98457,                   1,             0.99477,             0.75273,            0.019288,            0.021124,                   0,           0.0022849,           0.0022849,           0.0022849
                 228,             0.01126,            0.011388,                   0,                   1,             0.98443,             0.99477,              0.7524,            0.019236,            0.021361,                   0,           0.0022521,           0.0022521,           0.0022521
                 229,            0.011919,            0.011229,                   0,             0.99219,             0.98449,             0.99469,             0.75262,            0.019379,             0.02124,                   0,           0.0022196,           0.0022196,           0.0022196
                 230,            0.011342,            0.011409,                   0,             0.99999,             0.97674,             0.99462,              0.7535,             0.01931,            0.021139,                   0,           0.0021876,           0.0021876,           0.0021876
                 231,            0.011492,           0.0099206,                   0,             0.99997,              0.9845,             0.99477,             0.74942,            0.018938,            0.020863,                   0,           0.0021558,           0.0021558,           0.0021558
                 232,            0.011012,            0.010687,                   0,             0.99999,              0.9845,             0.99477,             0.75295,            0.019086,            0.020916,                   0,           0.0021245,           0.0021245,           0.0021245
                 233,            0.011657,            0.010457,                   0,             0.99997,              0.9845,             0.99477,             0.75405,            0.018657,             0.02065,                   0,           0.0020935,           0.0020935,           0.0020935
                 234,            0.011333,            0.010897,                   0,             0.99995,              0.9845,             0.99477,              0.7593,            0.018576,            0.020792,                   0,           0.0020629,           0.0020629,           0.0020629
                 235,            0.011248,            0.010673,                   0,             0.99995,              0.9845,             0.99477,             0.75469,            0.018691,             0.02089,                   0,           0.0020327,           0.0020327,           0.0020327
                 236,            0.011528,            0.010565,                   0,                   1,             0.98442,             0.99477,             0.75481,            0.018649,            0.020835,                   0,           0.0020028,           0.0020028,           0.0020028
                 237,            0.011028,             0.01085,                   0,             0.99218,              0.9845,             0.99469,             0.76337,            0.018684,            0.020982,                   0,           0.0019734,           0.0019734,           0.0019734
                 238,             0.01099,            0.011451,                   0,             0.99216,              0.9845,             0.99469,             0.76131,            0.018779,             0.02139,                   0,           0.0019443,           0.0019443,           0.0019443
                 239,            0.010964,            0.010732,                   0,                   1,             0.97671,             0.99454,             0.76583,            0.018681,            0.021468,                   0,           0.0019156,           0.0019156,           0.0019156
                 240,            0.011566,            0.011372,                   0,             0.99219,             0.98448,             0.99455,             0.75872,            0.018961,            0.021748,                   0,           0.0018873,           0.0018873,           0.0018873
                 241,            0.011577,             0.01123,                   0,             0.98449,              0.9845,             0.99425,             0.75461,            0.019332,            0.021652,                   0,           0.0018594,           0.0018594,           0.0018594
                 242,            0.011567,            0.011652,                   0,              0.9845,              0.9845,             0.99432,             0.75032,             0.01934,             0.02173,                   0,           0.0018319,           0.0018319,           0.0018319
                 243,            0.011023,            0.011381,                   0,             0.98448,              0.9845,             0.99439,              0.7473,            0.019664,            0.021984,                   0,           0.0018048,           0.0018048,           0.0018048
                 244,            0.011433,            0.010367,                   0,              0.9845,             0.98449,             0.99439,             0.75335,            0.019652,            0.021821,                   0,           0.0017781,           0.0017781,           0.0017781
                 245,            0.011699,            0.011137,                   0,              0.9845,             0.98447,             0.99439,             0.75621,            0.019713,             0.02143,                   0,           0.0017519,           0.0017519,           0.0017519
                 246,            0.011216,            0.010418,                   0,             0.99997,             0.97674,             0.99454,             0.75821,            0.019217,            0.021043,                   0,            0.001726,            0.001726,            0.001726
                 247,            0.010889,            0.010352,                   0,                   1,             0.97674,             0.99447,             0.75804,            0.019057,             0.02117,                   0,           0.0017005,           0.0017005,           0.0017005
                 248,            0.011175,            0.010068,                   0,             0.99998,             0.97674,              0.9944,             0.75775,            0.019142,            0.021526,                   0,           0.0016755,           0.0016755,           0.0016755
                 249,            0.010839,            0.010457,                   0,             0.99998,             0.97674,             0.99447,             0.75351,            0.019315,            0.021997,                   0,           0.0016509,           0.0016509,           0.0016509
                 250,            0.011341,            0.010631,                   0,                   1,             0.97672,             0.99447,             0.74079,            0.019707,            0.022347,                   0,           0.0016267,           0.0016267,           0.0016267
                 251,            0.011097,            0.010234,                   0,                   1,             0.97674,             0.99447,             0.73999,            0.019447,            0.022415,                   0,           0.0016029,           0.0016029,           0.0016029
                 252,            0.010879,             0.01047,                   0,                   1,             0.97674,             0.99447,             0.74454,            0.019413,            0.022362,                   0,           0.0015795,           0.0015795,           0.0015795
                 253,            0.011221,            0.010888,                   0,             0.99999,             0.97674,             0.99454,             0.74168,            0.019421,            0.022144,                   0,           0.0015566,           0.0015566,           0.0015566
                 254,            0.010837,            0.010287,                   0,                   1,             0.97672,             0.99462,             0.74375,            0.019444,            0.022013,                   0,           0.0015341,           0.0015341,           0.0015341
                 255,            0.010721,            0.011067,                   0,                   1,             0.97672,             0.99462,             0.75012,            0.019111,            0.021651,                   0,           0.0015121,           0.0015121,           0.0015121
                 256,            0.011296,            0.010484,                   0,                   1,             0.98443,             0.99477,             0.75602,            0.018839,            0.021417,                   0,           0.0014905,           0.0014905,           0.0014905
                 257,            0.010997,            0.010395,                   0,             0.99982,              0.9845,             0.99477,             0.75096,            0.019035,            0.021462,                   0,           0.0014693,           0.0014693,           0.0014693
                 258,            0.011056,            0.010901,                   0,             0.99214,              0.9845,             0.99469,             0.75648,            0.018872,            0.021297,                   0,           0.0014486,           0.0014486,           0.0014486
                 259,            0.010653,           0.0097253,                   0,                   1,             0.97672,             0.99469,             0.76012,            0.018892,            0.021499,                   0,           0.0014283,           0.0014283,           0.0014283
                 260,            0.011246,           0.0099498,                   0,              0.9921,              0.9845,             0.99469,             0.75952,            0.019076,             0.02185,                   0,           0.0014084,           0.0014084,           0.0014084
                 261,            0.010033,           0.0099232,                   0,             0.99219,             0.98443,             0.99462,             0.75904,            0.019035,            0.021841,                   0,            0.001389,            0.001389,            0.001389
                 262,            0.010746,           0.0096307,                   0,             0.99215,              0.9845,             0.99462,             0.75528,             0.01908,            0.022176,                   0,           0.0013701,           0.0013701,           0.0013701
                 263,             0.01061,            0.010384,                   0,             0.99219,             0.98446,             0.99462,             0.75407,             0.01907,            0.022306,                   0,           0.0013516,           0.0013516,           0.0013516
                 264,            0.011098,            0.011029,                   0,             0.99219,             0.98448,             0.99469,             0.75945,            0.019112,            0.022342,                   0,           0.0013336,           0.0013336,           0.0013336
                 265,            0.010835,            0.009738,                   0,             0.99997,             0.97674,             0.99447,             0.75653,            0.019208,            0.022331,                   0,            0.001316,            0.001316,            0.001316
                 266,            0.010823,              0.0105,                   0,                   1,             0.97672,             0.99454,             0.74858,            0.019191,            0.022465,                   0,           0.0012989,           0.0012989,           0.0012989
                 267,            0.010864,            0.010683,                   0,             0.99997,             0.97674,             0.99454,             0.74984,            0.019146,            0.022183,                   0,           0.0012822,           0.0012822,           0.0012822
                 268,            0.010514,            0.010305,                   0,                   1,             0.97672,             0.99454,             0.74735,             0.01925,            0.022075,                   0,            0.001266,            0.001266,            0.001266
                 269,            0.010724,            0.010789,                   0,             0.99996,             0.97674,             0.99462,             0.75054,            0.019313,            0.022137,                   0,           0.0012503,           0.0012503,           0.0012503
                 270,            0.010712,           0.0099283,                   0,             0.98457,             0.99225,             0.99469,             0.75017,            0.019434,            0.022237,                   0,            0.001235,            0.001235,            0.001235
                 271,            0.010871,            0.010237,                   0,             0.98461,             0.99225,             0.99469,             0.74312,            0.019715,            0.022709,                   0,           0.0012202,           0.0012202,           0.0012202
                 272,            0.010596,           0.0097833,                   0,             0.98458,             0.99225,             0.99469,             0.74722,            0.019476,            0.022618,                   0,           0.0012059,           0.0012059,           0.0012059
                 273,            0.010657,            0.010692,                   0,             0.98461,             0.99225,             0.99469,             0.74709,            0.019512,            0.022653,                   0,           0.0011921,           0.0011921,           0.0011921
                 274,            0.011106,            0.009828,                   0,             0.98456,             0.99225,             0.99469,             0.75168,            0.019265,             0.02249,                   0,           0.0011787,           0.0011787,           0.0011787
                 275,            0.010739,            0.010229,                   0,             0.98461,             0.99219,             0.99469,             0.74945,            0.019397,            0.022661,                   0,           0.0011658,           0.0011658,           0.0011658
                 276,            0.010689,           0.0098467,                   0,             0.98461,             0.99212,             0.99469,             0.74926,            0.019347,            0.022536,                   0,           0.0011533,           0.0011533,           0.0011533
                 277,            0.010341,            0.010301,                   0,             0.98461,             0.99221,             0.99469,             0.75503,            0.019252,            0.022421,                   0,           0.0011414,           0.0011414,           0.0011414
                 278,            0.010532,            0.010239,                   0,             0.98438,             0.99225,             0.99469,             0.75188,            0.019077,            0.022344,                   0,           0.0011299,           0.0011299,           0.0011299
                 279,            0.010555,            0.010345,                   0,                   1,             0.97672,             0.99462,             0.74989,            0.019077,            0.022511,                   0,           0.0011189,           0.0011189,           0.0011189
                 280,            0.010415,            0.010568,                   0,             0.99999,             0.97674,             0.99454,              0.7448,            0.019064,            0.022452,                   0,           0.0011084,           0.0011084,           0.0011084
                 281,            0.010755,            0.010191,                   0,                   1,             0.97674,             0.99454,             0.74571,            0.019154,             0.02246,                   0,           0.0010983,           0.0010983,           0.0010983
                 282,            0.010966,            0.010206,                   0,             0.98457,             0.99225,             0.99469,             0.75168,             0.01913,            0.022425,                   0,           0.0010888,           0.0010888,           0.0010888
                 283,            0.010946,            0.010702,                   0,             0.98461,              0.9922,             0.99469,             0.75365,            0.019175,            0.022467,                   0,           0.0010797,           0.0010797,           0.0010797
                 284,             0.01045,            0.010413,                   0,                   1,             0.97672,             0.99454,             0.75136,            0.019384,            0.022533,                   0,           0.0010711,           0.0010711,           0.0010711
                 285,            0.010537,           0.0095486,                   0,             0.98456,             0.99225,             0.99469,             0.75324,            0.019206,            0.022409,                   0,            0.001063,            0.001063,            0.001063
                 286,            0.010527,            0.010144,                   0,             0.98459,             0.99225,             0.99469,             0.75435,             0.01912,            0.022387,                   0,           0.0010554,           0.0010554,           0.0010554
                 287,            0.010409,           0.0099985,                   0,              0.9846,             0.99225,             0.99469,             0.74481,            0.019404,            0.022558,                   0,           0.0010483,           0.0010483,           0.0010483
                 288,             0.01085,            0.010314,                   0,             0.98461,             0.99222,             0.99469,             0.74367,            0.019278,            0.022522,                   0,           0.0010416,           0.0010416,           0.0010416
                 289,            0.010521,           0.0093716,                   0,                   1,             0.97672,             0.99462,             0.75094,            0.019372,            0.022493,                   0,           0.0010355,           0.0010355,           0.0010355
                 290,             0.01059,            0.010671,                   0,                   1,             0.97674,             0.99454,              0.7517,             0.01924,            0.022443,                   0,           0.0010298,           0.0010298,           0.0010298
                 291,            0.010665,            0.010216,                   0,                   1,             0.97672,             0.99454,             0.75433,            0.019264,            0.022522,                   0,           0.0010247,           0.0010247,           0.0010247
                 292,            0.010686,            0.010469,                   0,             0.99999,             0.97674,             0.99462,             0.75489,            0.019194,            0.022705,                   0,             0.00102,             0.00102,             0.00102
                 293,            0.010667,           0.0095133,                   0,             0.99999,             0.97674,             0.99454,               0.747,            0.019478,            0.023089,                   0,           0.0010158,           0.0010158,           0.0010158
                 294,            0.010694,           0.0098457,                   0,             0.99998,             0.97674,             0.99462,             0.74632,            0.019424,            0.023023,                   0,           0.0010121,           0.0010121,           0.0010121
                 295,            0.010565,            0.010447,                   0,                   1,             0.97673,             0.99462,             0.74326,            0.019481,            0.023196,                   0,           0.0010089,           0.0010089,           0.0010089
                 296,            0.010655,            0.010282,                   0,                   1,             0.97674,             0.99462,             0.74793,            0.019534,             0.02317,                   0,           0.0010062,           0.0010062,           0.0010062
                 297,            0.010656,           0.0097227,                   0,             0.99998,             0.97674,             0.99462,              0.7463,            0.019378,            0.022633,                   0,           0.0010039,           0.0010039,           0.0010039
                 298,            0.010365,           0.0090329,                   0,                   1,             0.97674,             0.99462,             0.74855,            0.019369,            0.022658,                   0,           0.0010022,           0.0010022,           0.0010022
                 299,            0.010544,            0.010409,                   0,                   1,             0.97672,             0.99462,             0.74772,            0.019524,            0.022784,                   0,            0.001001,            0.001001,            0.001001
